1	0	UBERON_0018296PATOTEMP_d4b1149b-cd77-4235-97d0-61045b2788ae	AI_EQ_1
1	0	UBERON_0018297PATO_0000586	AI_EQ_2
1	1	UBERON_0018296PATOTEMP_36bb9fe9-9879-4809-9aaa-f4a115f36332	AI_EQ_1
1	1	UBERON_0018297PATO_0000467	AI_EQ_2
1	2	UBERON_0018296PATOTEMP_36bb9fe9-9879-4809-9aaa-f4a115f36332	AI_EQ_1
1	2	UBERON_0018297PATO_0000462	AI_EQ_2
2	0	UBERON_4300127PATO_0001997	AI_EQ_1
2	1	UBERON_4300127PATO_0000470	AI_EQ_1
3	0	UBERON_0017098BFO_0000050UBERON_4100111PATO_0000462	AI_EQ_1
3	1	UBERON_0017098BFO_0000050UBERON_4100111PATO_0000467	AI_EQ_1
4	0	UBERON_0001095PATO_0000569UBERON_0001075	AI_EQ_1
4	1	UBERON_0001095PATO_0000570UBERON_0001075	AI_EQ_1
5	0	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	AI_EQ_1
5	0	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	AI_EQ_2
5	1	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	AI_EQ_1
5	1	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000467	AI_EQ_2
5	2	UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5fPATOTEMP_a37eda36-7bb0-4386-a24d-383cf3a9d474	AI_EQ_1
6	0	UBERON_2001577PATO_0005013	AI_EQ_1
6	0	UBERON_2001577PATO_0001961UBERON_0001681	AI_EQ_2
6	1	UBERON_2001577PATO_0000574	AI_EQ_1
6	2	UBERON_2001577PATO_0000573	AI_EQ_1
6	2	UBERON_2001577PATO_0001961UBERON_0000209	AI_EQ_2
6	3		AI_EQ_1
6	4		AI_EQ_1
7	0	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000462	AI_EQ_1
7	1	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000467	AI_EQ_1
8	0	UBERON_0018367PATO_0002235	AI_EQ_1
8	1	UBERONTEMP_563fb870-053b-4273-92f9-cdada7991cd1PATO_0000467	AI_EQ_1
9	0	UBERON_4000163PATO_0000462	AI_EQ_1
9	1	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cPATO_0000467	AI_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0006054	AI_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001653UBERON_0006054	AI_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0006054	AI_EQ_1
11	0	UBERON_0018371PATO_0000569	AI_EQ_1
11	1	UBERON_0018371PATO_0001154	AI_EQ_1
11	1	UBERON_0018371PATO_0002212	AI_EQ_2
