1	0	UBERON_0018296PATOTEMP_8822e54b-89f9-431a-8a20-25698b53353c	AI_EQ_1
1	0	UBERON_0018297PATO_0000586	AI_EQ_2
1	1	UBERON_0018296PATOTEMP_e76c6090-bd06-405b-9487-9b25ed5e341e	AI_EQ_1
1	1	UBERON_0018297PATO_0000467	AI_EQ_2
1	2	UBERON_0018296PATOTEMP_e76c6090-bd06-405b-9487-9b25ed5e341e	AI_EQ_1
1	2	UBERON_0018297PATO_0000462	AI_EQ_2
2	0	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	AI_EQ_1
2	1	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0001784	AI_EQ_1
3	0	UBERON_0017098PATO_0000140PHENOSCAPE_complement_ofPATO_0002261UBERON_4100111	AI_EQ_1
3	1	UBERON_0017098PATO_0002261UBERON_4100111	AI_EQ_1
4	0	UBERON_0001095PATO_0000569UBERON_0001075	AI_EQ_1
4	1	UBERON_0001095PATO_0000570UBERON_0001075	AI_EQ_1
5	0	UBERON_4300126PATO_0000467	AI_EQ_1
5	0	UBERON_4200199PATO_0000462	AI_EQ_2
5	1	UBERON_4300126PATO_0000467	AI_EQ_1
5	1	UBERON_4200199PATO_0000467	AI_EQ_2
5	2	CL_0002374BFO_0000053PATOTEMP_a37eda36-7bb0-4386-a24d-383cf3a9d474PATO_0000470	AI_EQ_1
6	0	UBERON_3000003PATO_0000462	AI_EQ_1
6	0	UBERON_3000003PATO_0000587	AI_EQ_2
6	1	UBERON_3000003PATO_0000574	AI_EQ_1
6	2	UBERON_3000003PATO_0000573	AI_EQ_1
6	2	UBERON_3000003PATO_0001961UBERON_0000209	AI_EQ_2
6	3	UBERON_3000003PATO_0000573	AI_EQ_1
6	4		AI_EQ_1
7	0	UBERON_0005932PATO_0000462	AI_EQ_1
7	1	UBERON_0005932PATO_0000467	AI_EQ_1
8	0	UBERON_0018367PATO_0000462	AI_EQ_1
8	0	UBERON_0018367PATO_0002235	AI_EQ_2
8	1	UBERON_0018367PATO_0001890	AI_EQ_1
8	1	UBERON_0018368PATO_0000467	AI_EQ_2
9	0	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000462	AI_EQ_1
9	1	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000467	AI_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0005902	AI_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0002443UBERON_0005902	AI_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0005902	AI_EQ_1
11	0	UBERON_0018371PATO_0000569	AI_EQ_1
11	1	UBERON_0018371PATO_0001154	AI_EQ_1
12	0	UBERON_0017164PATO_0000462	AI_EQ_1
12	1	UBERON_0017164PATO_0000467	AI_EQ_1
13	0	UBERONTEMP_639b67b2-ef97-441e-a22c-978898847b4dPATO_0000467	AI_EQ_1
13	1	UBERONTEMP_639b67b2-ef97-441e-a22c-978898847b4dPATO_0000462	AI_EQ_1
14	0	UBERON_2001805PATO_0000651UBERON_0011637	AI_EQ_1
