1	0	UBERON_0018296PATO_0001191UBERON_0001091	AI_EQ_1
1	0	UBERON_0018297PATO_0000467	AI_EQ_2
1	0	UBERON_0018297PATO_0000586	AI_EQ_3
1	1	UBERON_0018296PATO_0001191UBERON_0001091	AI_EQ_1
1	1	UBERON_0018296PATO_0001633UBERON_0001091	AI_EQ_2
1	1	UBERON_0018297PATO_0000467	AI_EQ_3
1	2	UBERON_0018296PATO_0001191UBERON_0001091	AI_EQ_1
1	2	UBERON_0018296PATO_0001633UBERON_0001091	AI_EQ_2
1	2	UBERON_0018297PATO_0000462	AI_EQ_3
2	0	UBERON_4300127BFO_0000050UBERON_0004747PATOTEMP_499c1f37-c1fe-456a-86be-ce5f94a44782	AI_EQ_1
2	1	UBERON_4300127BFO_0000050UBERON_0004747PATOTEMP_0c40ec8a-5635-4721-9bea-e57057db26f6	AI_EQ_1
3	0	UBERON_0017098BFO_0000050UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0cPATO_0000462	AI_EQ_1
3	1	UBERON_0017098BFO_0000050UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0cPATO_0000467	AI_EQ_1
4	0	UBERON_0001095PATO_0000587	AI_EQ_1
4	1	UBERON_0001095PATO_0000586	AI_EQ_1
5	0	UBERON_0002233PATO_0000467	AI_EQ_1
5	0	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	AI_EQ_2
5	1	UBERON_0002233PATO_0000467	AI_EQ_1
5	1	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000467	AI_EQ_2
5	2	UBERON_0002233PATO_0000462	AI_EQ_1
5	2	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	AI_EQ_2
6	0	UBERON_0018341PATO_0000462	AI_EQ_1
6	0	UBERON_0018341PATOTEMP_7244ce25-b6cc-4e02-a4e2-b7136878f502	AI_EQ_2
6	1	UBERON_0018341PATO_0000574	AI_EQ_1
6	1	UBERON_0018341PATOTEMP_1d3b5aa9-5552-4c1b-ab2b-6c5ccb8dcdf6UBERON_0001681	AI_EQ_2
6	2	UBERON_0018341PATO_0000573	AI_EQ_1
6	2	UBERON_0018341PATOTEMP_8db5b1bf-0fd1-4d65-a1d3-6fbb9c48b74aUBERON_0000209	AI_EQ_2
6	3	UBERON_0018341PATO_0000573	AI_EQ_1
6	3	UBERON_0018341PATO_0001590UBERON_0000209	AI_EQ_2
6	4		AI_EQ_1
7	0	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000462	AI_EQ_1
7	1	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000467	AI_EQ_1
8	0	UBERON_0018367PATO_0000462	AI_EQ_1
8	0	UBERON_0018367PATO_0002235	AI_EQ_2
8	1	UBERONTEMP_563fb870-053b-4273-92f9-cdada7991cd1PATO_0000467	AI_EQ_1
9	0	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000462	AI_EQ_1
9	1	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000467	AI_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0005902	AI_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0002443UBERON_0005902	AI_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0005902	AI_EQ_1
11	0	UBERONTEMP_227c8fa9-af2b-4301-9c95-641d39864df6PATO_0000569	AI_EQ_1
11	1	UBERONTEMP_227c8fa9-af2b-4301-9c95-641d39864df6PATO_0001154	AI_EQ_1
11	1	UBERONTEMP_227c8fa9-af2b-4301-9c95-641d39864df6PATO_0000599	AI_EQ_2
12	0	UBERON_0017164PATO_0000462	AI_EQ_1
12	1	UBERON_0017164PATO_0000467	AI_EQ_1
13	0	UBERON_0001094PATO_0000467	AI_EQ_1
13	1	UBERON_0001094PATO_0000462	AI_EQ_1
14	0	UBERON_2001805PATO_0005006UBERON_0011637	AI_EQ_1
14	1	UBERON_2001805PATO_0000642UBERON_0011637	AI_EQ_1
15	0	UBERON_0001424PATO_0000122PHENOSCAPE_complement_ofPATO_0000573UBERON_0000976	AI_EQ_1
15	1	UBERON_0001424PATO_0000573UBERON_0000976	AI_EQ_1
16	0	UBERON_0001003BFO_0000050BSPO_0000071BFO_0000050UBERON_0000162BFO_0000050UBERON_0003100PATO_0000462	AI_EQ_1
16	1	UBERON_0001003BFO_0000050BSPO_0000071BFO_0000050UBERON_0000162BFO_0000050UBERON_0003100PATO_0000467	AI_EQ_1
17	0	UBERON_4200135PATO_0000462	AI_EQ_1
17	1	UBERON_4200135PATO_0000467	AI_EQ_1
18	0	UBERON_0002396PATO_0001505UBERON_0002396	AI_EQ_1
18	1	UBERON_0002396PATO_0000642UBERON_0002396	AI_EQ_1
19	0	UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6PATOTEMP_499c1f37-c1fe-456a-86be-ce5f94a44782	AI_EQ_1
19	1	UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6PATO_0002533	AI_EQ_1
19	2	UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6PATO_0000462	AI_EQ_1
