1	0	UBERON_0018296PATO_0002261BSPO_0000067BFO_0000050UBERON_0003672	AI_EQ_1
1	0	UBERON_0018297PATO_0000586	AI_EQ_2
1	1	UBERON_0018296PATO_0002261BSPO_0000072BFO_0000050BSPO_0000067BFO_0000050UBERON_0003672	AI_EQ_1
1	1	UBERON_0018297PATO_0000467	AI_EQ_2
1	2	UBERON_0018296PATO_0002261BSPO_0000072BFO_0000050BSPO_0000067BFO_0000050UBERON_0003672	AI_EQ_1
1	2	UBERON_0018297PATO_0000462	AI_EQ_2
2	0	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATOTEMP_499c1f37-c1fe-456a-86be-ce5f94a44782	AI_EQ_1
2	1	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0001784	AI_EQ_1
3	0	UBERON_0017098PATO_0001505UBERON_4100111	AI_EQ_1
3	1	UBERON_0017098PATO_0002261UBERON_4100111	AI_EQ_1
4	0	UBERON_0001095PATO_0000569	AI_EQ_1
4	1	UBERON_0001095PATO_0000570	AI_EQ_1
5	0	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	AI_EQ_1
5	0	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	AI_EQ_2
5	1	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	AI_EQ_1
5	1	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000467	AI_EQ_2
5	2	UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5fPATOTEMP_a37eda36-7bb0-4386-a24d-383cf3a9d474	AI_EQ_1
6	0	UBERON_3000003PATO_0005013	AI_EQ_1
6	1	UBERON_3000003PATO_0001961UBERON_0001681	AI_EQ_1
6	2	UBERON_3000003PATO_0001961UBERON_0000209	AI_EQ_1
6	3	UBERON_3000003PATO_0002488UBERON_0000209	AI_EQ_1
6	4		AI_EQ_1
7	0	BSPO_0000077BFO_0000050UBERON_0002074PATO_0005022	AI_EQ_1
7	1	BSPO_0000077BFO_0000050UBERON_0002074PATO_0001851	AI_EQ_1
8	0	UBERON_0018367BFO_0000050UBERON_0004626PATO_0000462	AI_EQ_1
8	0	UBERON_0018367BFO_0000050UBERON_0004626PATO_0002235	AI_EQ_2
8	0	UBERON_0018367BFO_0000050UBERON_0004627PATO_0000462	AI_EQ_3
8	0	UBERON_0018367BFO_0000050UBERON_0004627PATO_0002235	AI_EQ_4
8	1	UBERON_0018367BFO_0000050UBERON_0004626PATO_0001890	AI_EQ_1
8	1	UBERON_0004529BFO_0000050BSPO_0000082BFO_0000050UBERON_0018367BFO_0000050UBERON_0004626PATO_0000467	AI_EQ_2
