1	0	UBERON_0018296PATOTEMP_d4b1149b-cd77-4235-97d0-61045b2788ae	AI_EQ_1
1	0	UBERON_0018297PATO_0000586	AI_EQ_2
1	1	UBERON_0018296PATOTEMP_36bb9fe9-9879-4809-9aaa-f4a115f36332	AI_EQ_1
1	1	UBERON_0018297PATO_0000467	AI_EQ_2
1	2	UBERON_0018296PATOTEMP_36bb9fe9-9879-4809-9aaa-f4a115f36332	AI_EQ_1
1	2	UBERON_0018297PATO_0000462	AI_EQ_2
2	0	UBERON_4300127BFO_0000050UBERON_0004747PATO_0000070	AI_EQ_1
2	1	UBERON_4300127BFO_0000050UBERON_0004747PATO_0000070	AI_EQ_1
3	0	UBERON_0017098PATO_0000140PHENOSCAPE_complement_ofPATO_0002261UBERON_4100111	AI_EQ_1
3	1	UBERON_0017098PATO_0002261UBERON_4100111	AI_EQ_1
4	0	UBERON_0001095PATO_0000569	AI_EQ_1
4	1	UBERON_0001095PATO_0000570	AI_EQ_1
5	0	UBERON_4300126PATO_0000467	AI_EQ_1
5	0	UBERON_0018374PATO_0000462	AI_EQ_2
5	1	UBERON_4300126PATO_0000467	AI_EQ_1
5	1	UBERON_0018374PATO_0000467	AI_EQ_2
5	2	UBERON_4300126PATO_0000462	AI_EQ_1
6	0	UBERON_3000003PATO_0000462	AI_EQ_1
6	0	UBERON_3000003PATO_0000587	AI_EQ_2
6	1	UBERON_3000003PATO_0000574	AI_EQ_1
6	2	UBERON_3000003PATO_0000573	AI_EQ_1
6	3	UBERON_3000003PATO_0000573	AI_EQ_1
6	4		AI_EQ_1
7	0	BSPO_0000077BFO_0000050UBERON_0001037PATO_0005022	AI_EQ_1
7	1	BSPO_0000077BFO_0000050UBERON_0001037PATO_0001851	AI_EQ_1
8	0	UBERON_0018367BFO_0000050UBERON_0004626PATO_0000462	AI_EQ_1
8	0	UBERON_0018367BFO_0000050UBERON_0004626PATO_0002235	AI_EQ_2
8	0	UBERON_0018367BFO_0000050UBERON_0004627PATO_0000462	AI_EQ_3
8	0	UBERON_0018367BFO_0000050UBERON_0004627PATO_0002235	AI_EQ_4
8	1	UBERON_0018367BFO_0000050UBERON_0004626PATO_0001890	AI_EQ_1
8	1	UBERON_0018367BFO_0000050UBERON_0004627PATO_0001890	AI_EQ_2
9	0	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000462	AI_EQ_1
9	1	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000467	AI_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0005902	AI_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001653UBERON_0005902	AI_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0005902	AI_EQ_1
11	0	UBERON_0018371PATO_0000569	AI_EQ_1
